Date,SPY,EFA,EEM,AGG,LQD,IEF,SHY
2021-03-15,396.410003662109,76.3399963378906,54.1199989318848,113.910003662109,129.149993896484,114.019996643066,86.2600021362305
2021-03-16,395.910003662109,76.4700012207031,54.3499984741211,113.870002746582,129.059997558594,114,86.2600021362305
2021-03-17,397.260009765625,76.9199981689453,54.4199981689453,113.860000610352,129.179992675781,113.809997558594,86.2799987792969
2021-03-18,391.480010986328,76.2200012207031,53.4199981689453,113.419998168945,128.440002441406,113.099998474121,86.2699966430664
2021-03-19,389.480010986328,76.4300003051758,54.0800018310547,113.51000213623,128.630004882812,113.029998779297,86.2699966430664
2021-03-22,392.589996337891,76.5,53.9199981689453,113.730003356934,129.089996337891,113.400001525879,86.2600021362305
2021-03-23,389.5,75.4400024414062,52.8899993896484,114.019996643066,129.470001220703,113.959999084473,86.2699966430664
2021-03-24,387.519989013672,75.0599975585938,51.6800003051758,114.160003662109,129.860000610352,114.110000610352,86.2900009155273
2021-03-25,389.700012207031,75.620002746582,51.9199981689453,114.099998474121,129.710006713867,113.959999084473,86.3000030517578
2021-03-26,395.980010986328,76.5999984741211,53.2700004577637,113.910003662109,129.619995117188,113.580001831055,86.3000030517578
2021-03-29,395.779998779297,76.3000030517578,52.9000015258789,113.720001220703,129.309997558594,113.190002441406,86.2799987792969
2021-03-30,394.730010986328,76.1999969482422,53.0699996948242,113.809997558594,129.710006713867,113.089996337891,86.2799987792969
2021-03-31,396.329986572266,75.870002746582,53.3400001525879,113.830001831055,130.050003051758,112.930000305176,86.25
2021-04-01,400.609985351562,76.8600006103516,53.8600006103516,114.040000915527,130.610000610352,113.360000610352,86.2300033569336
2021-04-05,406.359985351562,77.9800033569336,54.0699996948242,113.809997558594,129.970001220703,113.040000915527,86.2099990844727
2021-04-06,406.119995117188,77.1500015258789,54.3699989318848,114.209999084473,130.839996337891,113.589996337891,86.2300033569336
2021-04-07,406.589996337891,77.3099975585938,53.5699996948242,114.029998779297,130.580001831055,113.519996643066,86.2399978637695
2021-04-08,408.519989013672,77.75,54.0099983215332,114.309997558594,131.059997558594,113.910003662109,86.2699966430664
2021-04-09,411.489990234375,77.9899978637695,53.5499992370605,114.180000305176,130.789993286133,113.610000610352,86.2399978637695
2021-04-12,411.640014648438,77.5599975585938,53.2299995422363,114.150001525879,130.759994506836,113.540000915527,86.2200012207031
2021-04-13,412.859985351562,78.0100021362305,53.4500007629395,114.480003356934,131.339996337891,114.01000213623,86.25
2021-04-14,411.450012207031,78.0699996948242,53.7200012207031,114.389999389648,131.160003662109,113.870002746582,86.25
2021-04-15,415.869995117188,78.7200012207031,54.2099990844727,114.839996337891,131.970001220703,114.599998474121,86.2699966430664
2021-04-16,417.260009765625,79.2900009155273,54.3499984741211,114.540000915527,131.070007324219,114.290000915527,86.2600021362305
2021-04-19,415.209991455078,79.1500015258789,54.1500015258789,114.449996948242,130.729995727539,114.169998168945,86.25
2021-04-20,412.170013427734,77.7300033569336,53.7099990844727,114.629997253418,130.979995727539,114.51000213623,86.2699966430664
2021-04-21,416.070007324219,78.5299987792969,54.0400009155273,114.73999786377,131.429992675781,114.569999694824,86.2900009155273
2021-04-22,412.269989013672,78.2699966430664,53.8499984741211,114.769996643066,131.559997558594,114.660003662109,86.2799987792969
2021-04-23,416.739990234375,79.0699996948242,54.6300010681152,114.75,131.669998168945,114.51000213623,86.2600021362305
2021-04-26,417.609985351562,79.129997253418,54.7000007629395,114.650001525879,131.610000610352,114.389999389648,86.2399978637695
