Params,Name,Value1,Value2
"(80, 100, 20, 10)",back_1,7.71,0.12
"(80, 100, 20, 0)",back_3,9.03,0.13
"(80, 100, 20, 20)",back_1,8.43,0.12
"(80, 100, 20, 30)",back_1,8.11,0.12
"(80, 100, 20, 40)",back_5,9.32,0.13
"(80, 100, 20, 50)",back_5,8.56,0.13
"(80, 100, 20, 60)",back_5,8.51,0.12
"(80, 100, 20, 70)",back_6,8.36,0.13
"(80, 100, 20, 80)",back_5,8.2,0.12
"(80, 100, 20, 90)",back_5,10.23,0.13
"(80, 100, 20, 100)",back_5,10.65,0.14
"(80, 100, 30, 0)",back_4,8.72,0.13
"(80, 100, 30, 10)",back_1,8.27,0.12
"(80, 100, 30, 20)",back_3,8.42,0.12
"(80, 100, 30, 30)",back_5,8.53,0.13
"(80, 100, 30, 40)",back_5,8.66,0.13
"(80, 100, 30, 50)",back_5,8.97,0.13
"(80, 100, 30, 60)",back_3,8.48,0.12
"(80, 100, 30, 70)",back_5,8.23,0.12
"(80, 100, 30, 80)",back_5,8.81,0.13
"(80, 100, 30, 90)",back_5,9.13,0.13
"(80, 100, 30, 100)",back_5,9.52,0.13
"(80, 100, 40, 0)",back_4,7.21,0.12
"(80, 100, 40, 10)",back_1,7.76,0.12
"(80, 100, 40, 20)",back_3,7.45,0.12
"(80, 100, 40, 30)",back_5,8.27,0.12
"(80, 100, 40, 40)",back_2,8.02,0.12
"(80, 100, 40, 50)",back_5,8.87,0.13
"(80, 100, 40, 60)",back_5,8.79,0.13
"(80, 100, 40, 70)",back_5,9.13,0.13
"(80, 100, 40, 80)",back_5,8.98,0.13
"(80, 100, 40, 90)",back_5,8.64,0.13
"(80, 100, 40, 100)",back_6,8.23,0.12
"(80, 100, 50, 0)",front_15,7.66,0.12
"(80, 100, 50, 10)",front_3,6.2,0.11
"(80, 100, 50, 20)",back_3,7.95,0.12
"(80, 100, 50, 30)",front_2,8.46,0.12
"(80, 100, 50, 40)",front_7,8.3,0.12
"(80, 100, 50, 50)",back_3,7.51,0.12
"(80, 100, 50, 60)",back_3,7.9,0.12
"(80, 100, 50, 70)",back_3,7.39,0.12
"(80, 100, 50, 80)",back_3,7.75,0.12
"(80, 100, 50, 90)",front_7,7.39,0.12
"(80, 100, 50, 100)",back_6,7.88,0.12
"(80, 100, 60, 0)",back_8,6.71,0.12
"(80, 100, 60, 10)",front_2,6.16,0.11
"(80, 100, 60, 20)",back_3,7.54,0.12
"(80, 100, 60, 30)",back_5,7.7,0.12
"(80, 100, 60, 40)",back_2,8.29,0.12
"(80, 100, 60, 50)",back_5,7.6,0.12
"(80, 100, 60, 60)",back_9,7.58,0.12
"(80, 100, 60, 70)",back_6,7.19,0.12
"(80, 100, 60, 80)",back_6,7.04,0.12
"(80, 100, 60, 90)",front_7,7.63,0.12
"(80, 100, 60, 100)",front_7,7.72,0.12
"(80, 100, 70, 0)",back_8,6.48,0.11
"(80, 100, 70, 10)",back_2,6.0,0.11
"(80, 100, 70, 20)",back_3,7.21,0.12
"(80, 100, 70, 30)",front_2,7.6,0.12
"(80, 100, 70, 40)",back_2,8.86,0.13
"(80, 100, 70, 50)",back_6,7.77,0.12
"(80, 100, 70, 60)",back_9,7.55,0.12
"(80, 100, 70, 70)",back_9,6.98,0.12
"(80, 100, 70, 80)",front_2,6.81,0.11
"(80, 100, 70, 90)",back_3,7.14,0.12
"(80, 100, 70, 100)",front_7,7.96,0.12
"(80, 100, 80, 0)",back_3,6.68,0.11
"(80, 100, 80, 10)",back_3,6.2,0.11
"(80, 100, 80, 20)",back_3,6.99,0.11
"(80, 100, 80, 30)",back_2,7.71,0.12
"(80, 100, 80, 40)",back_2,8.72,0.12
"(80, 100, 80, 50)",back_6,8.02,0.12
"(80, 100, 80, 60)",back_6,8.21,0.12
"(80, 100, 80, 70)",back_6,7.5,0.12
"(80, 100, 80, 80)",front_7,7.39,0.12
"(80, 100, 80, 90)",front_10,7.96,0.12
"(80, 100, 80, 100)",front_10,7.91,0.12
"(80, 100, 90, 0)",back_8,6.94,0.12
"(80, 100, 90, 10)",back_3,6.8,0.11
"(80, 100, 90, 20)",back_3,7.66,0.12
"(80, 100, 90, 30)",back_3,8.04,0.12
"(80, 100, 90, 40)",back_2,7.74,0.12
"(80, 100, 90, 50)",back_6,8.23,0.13
"(80, 100, 90, 60)",back_6,8.01,0.12
"(80, 100, 90, 70)",back_6,8.46,0.13
"(80, 100, 90, 80)",front_10,7.4,0.12
"(80, 100, 90, 90)",front_10,7.82,0.12
"(80, 100, 90, 100)",front_10,7.78,0.12
"(80, 100, 100, 0)",back_8,7.04,0.12
"(80, 100, 100, 10)",back_3,6.61,0.11
"(80, 100, 100, 20)",back_3,9.04,0.13
"(80, 100, 100, 30)",back_3,9.36,0.13
"(80, 100, 100, 40)",back_3,8.08,0.12
"(80, 100, 100, 50)",back_6,8.13,0.12
"(80, 100, 100, 60)",back_8,8.24,0.13
"(80, 100, 100, 70)",back_8,8.16,0.13
"(80, 100, 100, 80)",back_6,7.82,0.12
"(80, 100, 100, 90)",front_10,8.38,0.13
"(80, 100, 100, 100)",front_10,8.76,0.13
"(90, 0, 0, 0)",front_7,5.56,0.1
"(90, 0, 0, 10)",front_7,9.13,0.13
"(90, 0, 0, 20)",front_1,10.11,0.13
"(90, 0, 0, 30)",front_10,9.15,0.13
"(90, 0, 0, 40)",front_1,8.76,0.12
"(90, 0, 0, 50)",front_1,8.38,0.12
"(90, 0, 0, 60)",front_1,9.01,0.13
"(90, 0, 0, 70)",front_2,7.13,0.11
"(90, 0, 0, 80)",front_1,7.27,0.12
"(90, 0, 0, 90)",front_1,7.37,0.12
"(90, 0, 0, 100)",front_9,7.66,0.12
"(90, 0, 10, 0)",front_7,8.0,0.12
"(90, 0, 10, 10)",front_2,9.81,0.13
"(90, 0, 10, 20)",back_6,8.58,0.12
"(90, 0, 10, 30)",front_13,10.23,0.13
"(90, 0, 10, 40)",front_1,8.55,0.12
"(90, 0, 10, 50)",front_3,7.53,0.12
"(90, 0, 10, 60)",front_1,8.9,0.13
"(90, 0, 10, 70)",front_1,8.02,0.12
"(90, 0, 10, 80)",front_10,7.25,0.12
"(90, 0, 10, 90)",front_9,7.82,0.12
"(90, 0, 10, 100)",front_9,7.71,0.12
"(90, 0, 20, 0)",back_1,9.29,0.13
"(90, 0, 20, 10)",front_11,8.8,0.12
"(90, 0, 20, 20)",back_1,7.86,0.12
"(90, 0, 20, 30)",back_3,7.94,0.12
"(90, 0, 20, 40)",back_7,8.37,0.13
"(90, 0, 20, 50)",front_3,8.04,0.12
"(90, 0, 20, 60)",front_10,7.09,0.12
"(90, 0, 20, 70)",front_9,7.01,0.12
"(90, 0, 20, 80)",front_9,7.77,0.12
"(90, 0, 20, 90)",front_10,8.29,0.13
"(90, 0, 20, 100)",front_10,8.49,0.13
"(90, 0, 30, 0)",front_10,7.05,0.12
"(90, 0, 30, 10)",back_8,8.1,0.13
"(90, 0, 30, 20)",front_13,8.42,0.13
"(90, 0, 30, 30)",front_13,8.41,0.13
"(90, 0, 30, 40)",front_13,7.55,0.12
"(90, 0, 30, 50)",front_3,7.26,0.12
"(90, 0, 30, 60)",front_3,7.89,0.12
"(90, 0, 30, 70)",front_3,7.95,0.12
"(90, 0, 30, 80)",front_10,7.43,0.12
"(90, 0, 30, 90)",front_3,7.58,0.12
"(90, 0, 30, 100)",front_10,8.12,0.12
"(90, 0, 40, 0)",back_3,8.67,0.13
"(90, 0, 40, 10)",back_3,7.69,0.12
"(90, 0, 40, 20)",front_13,6.86,0.12
"(90, 0, 40, 30)",back_8,6.87,0.12
"(90, 0, 40, 40)",back_8,8.98,0.13
"(90, 0, 40, 50)",front_3,7.51,0.12
"(90, 0, 40, 60)",back_8,7.51,0.12
"(90, 0, 40, 70)",front_3,7.83,0.12
"(90, 0, 40, 80)",front_10,7.71,0.12
"(90, 0, 40, 90)",front_3,7.8,0.12
"(90, 0, 40, 100)",front_3,8.44,0.12
"(90, 0, 50, 0)",back_2,7.57,0.12
"(90, 0, 50, 10)",front_10,7.84,0.12
"(90, 0, 50, 30)",back_8,7.53,0.12
"(90, 0, 50, 20)",back_3,6.88,0.11
"(90, 0, 50, 40)",back_8,8.29,0.13
"(90, 0, 50, 50)",back_8,7.48,0.12
"(90, 0, 50, 60)",back_8,7.85,0.13
"(90, 0, 50, 70)",front_10,7.47,0.12
"(90, 0, 50, 80)",front_3,7.17,0.12
"(90, 0, 50, 90)",front_3,7.39,0.12
"(90, 0, 50, 100)",front_3,8.07,0.12
"(90, 0, 60, 0)",back_3,6.93,0.11
"(90, 0, 60, 10)",back_9,7.0,0.12
"(90, 0, 60, 20)",back_9,5.89,0.11
"(90, 0, 60, 30)",back_8,7.5,0.12
"(90, 0, 60, 40)",back_8,7.77,0.12
"(90, 0, 60, 50)",back_6,7.19,0.12
"(90, 0, 60, 60)",back_6,7.59,0.12
"(90, 0, 60, 70)",back_3,7.02,0.12
"(90, 0, 60, 80)",back_3,7.01,0.12
"(90, 0, 60, 100)",front_3,7.5,0.12
"(90, 0, 60, 90)",front_3,6.72,0.11
"(90, 0, 70, 0)",back_2,6.88,0.11
"(90, 0, 70, 10)",back_8,5.61,0.11
"(90, 0, 70, 20)",back_3,5.84,0.11
"(90, 0, 70, 30)",back_8,6.77,0.12
"(90, 0, 70, 40)",back_6,7.44,0.12
"(90, 0, 70, 50)",back_8,6.82,0.12
"(90, 0, 70, 60)",back_6,6.56,0.11
"(90, 0, 70, 70)",front_1,7.0,0.11
"(90, 0, 70, 80)",front_3,7.06,0.12
"(90, 0, 70, 90)",front_3,6.76,0.11
"(90, 0, 70, 100)",front_4,7.08,0.12
"(90, 0, 80, 0)",back_2,6.27,0.11
"(90, 0, 80, 10)",back_6,5.54,0.11
"(90, 0, 80, 20)",back_3,5.73,0.11
"(90, 0, 80, 30)",front_10,6.85,0.11
"(90, 0, 80, 50)",front_10,7.42,0.12
"(90, 0, 80, 40)",back_8,8.38,0.13
"(90, 0, 80, 60)",back_6,6.88,0.12
"(90, 0, 80, 70)",front_10,7.0,0.12
"(90, 0, 80, 80)",back_10,7.22,0.12
"(90, 0, 80, 90)",back_10,7.22,0.12
"(90, 0, 80, 100)",front_4,7.09,0.12
"(90, 0, 90, 0)",back_2,5.81,0.11
"(90, 0, 90, 10)",back_10,6.54,0.11
"(90, 0, 90, 20)",front_13,5.66,0.11
"(90, 0, 90, 30)",front_10,6.15,0.11
"(90, 0, 90, 40)",back_8,8.71,0.13
"(90, 0, 90, 50)",front_10,8.46,0.13
"(90, 0, 90, 60)",front_10,7.3,0.12
"(90, 0, 90, 70)",front_10,6.95,0.12
"(90, 0, 90, 80)",back_10,7.32,0.12
"(90, 0, 90, 100)",back_10,7.34,0.12
"(90, 0, 90, 90)",back_10,7.45,0.12
"(90, 0, 100, 0)",back_3,5.78,0.11
"(90, 0, 100, 10)",back_8,6.23,0.11
"(90, 0, 100, 20)",back_5,5.76,0.11
"(90, 0, 100, 30)",back_10,6.36,0.11
"(90, 0, 100, 40)",back_8,8.96,0.13
"(90, 0, 100, 50)",back_8,7.85,0.12
"(90, 0, 100, 60)",front_10,8.17,0.12
"(90, 0, 100, 70)",front_10,6.68,0.11
"(90, 0, 100, 80)",front_10,7.44,0.12
"(90, 0, 100, 90)",back_10,7.45,0.12
"(90, 10, 0, 0)",back_1,5.42,0.1
"(90, 0, 100, 100)",back_10,7.59,0.12
"(90, 10, 0, 20)",front_1,9.04,0.13
"(90, 10, 0, 10)",front_1,9.87,0.13
"(90, 10, 0, 30)",front_7,9.2,0.13
"(90, 10, 0, 40)",front_1,9.38,0.13
"(90, 10, 0, 50)",front_1,8.14,0.12
"(90, 10, 0, 60)",front_1,9.29,0.13
"(90, 10, 0, 70)",front_1,9.13,0.13
"(90, 10, 0, 80)",front_1,8.52,0.12
"(90, 10, 0, 90)",front_9,7.77,0.12
"(90, 10, 0, 100)",front_9,7.36,0.12
"(90, 10, 10, 0)",back_1,7.69,0.12
"(90, 10, 10, 10)",front_1,9.03,0.13
"(90, 10, 10, 20)",front_1,8.61,0.13
"(90, 10, 10, 30)",front_13,9.08,0.13
"(90, 10, 10, 40)",front_1,8.31,0.12
"(90, 10, 10, 50)",back_15,7.9,0.12
"(90, 10, 10, 60)",front_2,7.46,0.12
"(90, 10, 10, 70)",front_1,7.78,0.12
"(90, 10, 10, 80)",front_1,7.63,0.12
"(90, 10, 10, 90)",front_1,7.78,0.12
"(90, 10, 10, 100)",front_1,7.57,0.12
"(90, 10, 20, 0)",back_1,7.54,0.12
"(90, 10, 20, 10)",front_7,8.1,0.12
"(90, 10, 20, 20)",back_1,9.34,0.13
"(90, 10, 20, 30)",back_3,8.37,0.12
"(90, 10, 20, 40)",back_7,8.64,0.13
"(90, 10, 20, 50)",front_3,7.95,0.12
"(90, 10, 20, 60)",back_5,7.36,0.12
"(90, 10, 20, 70)",back_5,6.77,0.11
"(90, 10, 20, 90)",front_10,7.3,0.12
"(90, 10, 20, 80)",back_5,7.16,0.12
"(90, 10, 20, 100)",front_10,7.31,0.12
"(90, 10, 30, 0)",back_1,8.02,0.12
"(90, 10, 30, 10)",back_2,9.86,0.13
"(90, 10, 30, 20)",back_3,9.11,0.13
"(90, 10, 30, 30)",back_3,7.61,0.12
"(90, 10, 30, 50)",back_5,7.94,0.12
"(90, 10, 30, 40)",back_6,7.46,0.12
"(90, 10, 30, 60)",back_5,7.25,0.12
"(90, 10, 30, 70)",front_3,7.46,0.12
"(90, 10, 30, 80)",front_3,7.94,0.12
"(90, 10, 30, 90)",front_10,7.28,0.12
"(90, 10, 30, 100)",front_3,7.6,0.12
"(90, 10, 40, 10)",back_3,8.09,0.12
"(90, 10, 40, 0)",back_3,9.34,0.13
"(90, 10, 40, 20)",back_5,7.76,0.12
"(90, 10, 40, 30)",back_6,7.22,0.12
"(90, 10, 40, 40)",back_6,7.36,0.12
"(90, 10, 40, 50)",front_3,7.87,0.12
"(90, 10, 40, 80)",back_8,7.15,0.12
"(90, 10, 40, 60)",front_3,7.19,0.12
"(90, 10, 40, 70)",front_10,7.05,0.12
"(90, 10, 40, 90)",front_3,7.66,0.12
"(90, 10, 40, 100)",front_3,8.21,0.12
"(90, 10, 50, 0)",back_3,8.86,0.13
"(90, 10, 50, 10)",front_10,7.07,0.12
"(90, 10, 50, 20)",front_13,7.0,0.12
"(90, 10, 50, 30)",back_10,7.3,0.12
"(90, 10, 50, 40)",back_10,7.29,0.12
"(90, 10, 50, 50)",front_3,7.99,0.12
"(90, 10, 50, 60)",back_6,8.11,0.12
"(90, 10, 50, 70)",front_10,7.71,0.12
"(90, 10, 50, 80)",front_10,7.69,0.12
"(90, 10, 60, 0)",back_10,8.53,0.13
"(90, 10, 50, 90)",front_10,7.34,0.12
"(90, 10, 50, 100)",front_10,7.98,0.12
"(90, 10, 60, 10)",front_10,7.7,0.12
"(90, 10, 60, 20)",front_13,6.26,0.11
"(90, 10, 60, 30)",back_8,7.38,0.12
"(90, 10, 60, 40)",back_10,7.7,0.12
"(90, 10, 60, 50)",back_8,7.92,0.13
"(90, 10, 60, 60)",back_6,7.51,0.12
"(90, 10, 60, 70)",front_10,7.33,0.12
"(90, 10, 60, 80)",front_10,7.85,0.12
"(90, 10, 60, 90)",front_10,7.33,0.12
"(90, 10, 60, 100)",front_10,7.09,0.12
"(90, 10, 70, 0)",back_2,6.52,0.11
"(90, 10, 70, 10)",front_10,6.9,0.11
"(90, 10, 70, 20)",front_10,5.84,0.11
"(90, 10, 70, 30)",front_10,7.5,0.12
"(90, 10, 70, 40)",back_8,8.51,0.13
"(90, 10, 70, 50)",back_8,7.62,0.12
"(90, 10, 70, 60)",front_10,6.9,0.12
"(90, 10, 70, 70)",front_10,7.49,0.12
"(90, 10, 70, 80)",front_10,7.72,0.12
"(90, 10, 70, 90)",back_10,7.9,0.12
"(90, 10, 70, 100)",front_10,7.15,0.12
"(90, 10, 80, 0)",back_2,6.93,0.11
"(90, 10, 80, 10)",front_13,6.08,0.11
"(90, 10, 80, 20)",back_10,6.14,0.11
"(90, 10, 80, 30)",back_8,6.92,0.12
"(90, 10, 80, 40)",front_10,8.19,0.12
"(90, 10, 80, 50)",front_10,7.95,0.12
"(90, 10, 80, 60)",back_10,6.95,0.12
"(90, 10, 80, 70)",back_6,7.08,0.12
"(90, 10, 80, 80)",front_10,6.97,0.12
"(90, 10, 80, 90)",back_10,8.42,0.13
"(90, 10, 80, 100)",back_10,8.24,0.13
"(90, 10, 90, 0)",front_13,6.16,0.11
"(90, 10, 90, 10)",front_13,6.27,0.11
"(90, 10, 90, 20)",back_10,6.53,0.12
"(90, 10, 90, 30)",back_10,6.04,0.11
"(90, 10, 90, 40)",back_8,8.18,0.13
"(90, 10, 90, 50)",front_10,7.81,0.12
"(90, 10, 90, 60)",front_10,8.55,0.13
"(90, 10, 90, 70)",front_10,7.3,0.12
"(90, 10, 90, 80)",front_10,7.95,0.12
"(90, 10, 90, 90)",back_10,8.28,0.13
"(90, 10, 90, 100)",front_3,8.18,0.12
"(90, 10, 100, 0)",back_12,5.8,0.11
"(90, 10, 100, 10)",back_10,5.74,0.11
"(90, 10, 100, 20)",back_10,6.21,0.11
"(90, 10, 100, 30)",back_10,6.45,0.11
"(90, 10, 100, 40)",back_8,7.98,0.12
"(90, 10, 100, 50)",back_8,7.85,0.12
"(90, 10, 100, 60)",front_10,8.78,0.13
"(90, 10, 100, 70)",front_10,7.52,0.12
"(90, 10, 100, 80)",front_10,7.27,0.12
"(90, 10, 100, 100)",back_10,8.33,0.13
"(90, 10, 100, 90)",back_10,7.47,0.12
"(90, 20, 0, 0)",front_7,6.52,0.11
"(90, 20, 0, 10)",front_10,8.12,0.12
"(90, 20, 0, 20)",front_1,8.55,0.12
"(90, 20, 0, 30)",front_2,10.58,0.13
"(90, 20, 0, 40)",front_2,9.79,0.13
"(90, 20, 0, 50)",front_1,10.36,0.13
"(90, 20, 0, 60)",front_1,9.65,0.13
"(90, 20, 0, 70)",front_1,10.42,0.13
"(90, 20, 0, 80)",front_1,8.32,0.12
"(90, 20, 0, 90)",front_1,8.79,0.13
"(90, 20, 0, 100)",front_1,8.98,0.13
"(90, 20, 10, 0)",front_10,8.22,0.12
"(90, 20, 10, 10)",back_1,8.69,0.12
"(90, 20, 10, 20)",front_1,8.7,0.12
"(90, 20, 10, 30)",front_7,8.79,0.13
"(90, 20, 10, 40)",front_7,8.65,0.12
"(90, 20, 10, 50)",front_7,9.13,0.13
"(90, 20, 10, 60)",back_15,7.27,0.12
"(90, 20, 10, 70)",back_15,7.31,0.12
"(90, 20, 10, 80)",front_1,7.32,0.12
"(90, 20, 10, 90)",front_9,7.52,0.12
"(90, 20, 10, 100)",front_3,7.36,0.12
"(90, 20, 20, 0)",back_15,8.42,0.12
"(90, 20, 20, 10)",back_1,9.29,0.13
"(90, 20, 20, 20)",back_1,9.01,0.13
"(90, 20, 20, 30)",back_1,8.81,0.12
"(90, 20, 20, 40)",front_7,8.13,0.12
"(90, 20, 20, 50)",front_7,7.51,0.12
"(90, 20, 20, 60)",back_15,7.89,0.12
"(90, 20, 20, 70)",back_15,7.53,0.12
"(90, 20, 20, 80)",back_5,7.68,0.12
"(90, 20, 20, 90)",front_10,7.31,0.12
"(90, 20, 20, 100)",front_10,7.37,0.12
"(90, 20, 30, 0)",back_3,8.7,0.12
"(90, 20, 30, 10)",back_1,9.45,0.13
"(90, 20, 30, 20)",back_3,8.34,0.12
"(90, 20, 30, 30)",back_3,7.75,0.12
"(90, 20, 30, 40)",back_5,8.95,0.13
"(90, 20, 30, 50)",back_10,7.55,0.12
"(90, 20, 30, 60)",front_3,8.14,0.12
"(90, 20, 30, 70)",back_5,7.28,0.12
"(90, 20, 30, 80)",back_5,7.62,0.12
"(90, 20, 30, 90)",front_10,6.96,0.12
"(90, 20, 30, 100)",front_3,7.7,0.12
"(90, 20, 40, 0)",back_3,9.13,0.13
"(90, 20, 40, 10)",back_2,7.54,0.12
"(90, 20, 40, 20)",front_13,8.58,0.13
"(90, 20, 40, 30)",back_6,7.41,0.12
"(90, 20, 40, 50)",back_10,7.46,0.12
"(90, 20, 40, 40)",back_6,7.63,0.12
"(90, 20, 40, 60)",back_6,8.4,0.13
"(90, 20, 40, 70)",back_6,7.29,0.12
"(90, 20, 40, 80)",front_10,7.24,0.12
"(90, 20, 40, 90)",front_9,7.18,0.12
"(90, 20, 40, 100)",front_10,7.47,0.12
"(90, 20, 50, 0)",back_10,8.09,0.12
"(90, 20, 50, 10)",back_2,8.12,0.12
"(90, 20, 50, 20)",back_9,6.87,0.12
"(90, 20, 50, 30)",front_11,7.25,0.12
"(90, 20, 50, 40)",back_10,7.6,0.12
"(90, 20, 50, 50)",front_1,8.07,0.12
"(90, 20, 50, 60)",back_6,7.64,0.12
"(90, 20, 50, 70)",front_2,7.12,0.12
"(90, 20, 50, 80)",front_1,7.7,0.12
"(90, 20, 50, 90)",front_1,7.72,0.12
"(90, 20, 50, 100)",front_9,7.8,0.12
"(90, 20, 60, 0)",back_10,8.66,0.13
"(90, 20, 60, 10)",back_2,8.13,0.12
"(90, 20, 60, 20)",back_9,7.46,0.12
"(90, 20, 60, 30)",back_8,7.66,0.12
"(90, 20, 60, 40)",front_10,7.39,0.12
"(90, 20, 60, 50)",front_3,7.54,0.12
"(90, 20, 60, 60)",back_6,8.01,0.12
"(90, 20, 60, 70)",back_6,7.25,0.12
"(90, 20, 60, 80)",front_1,7.59,0.12
"(90, 20, 60, 90)",front_10,8.16,0.12
"(90, 20, 60, 100)",front_10,7.87,0.12
"(90, 20, 70, 0)",back_2,7.03,0.11
"(90, 20, 70, 10)",front_13,6.96,0.12
"(90, 20, 70, 20)",back_6,6.65,0.11
"(90, 20, 70, 30)",back_8,7.82,0.12
"(90, 20, 70, 40)",front_10,8.35,0.12
"(90, 20, 70, 50)",back_8,7.85,0.12
"(90, 20, 70, 60)",front_10,7.46,0.12
"(90, 20, 70, 70)",front_9,7.64,0.12
"(90, 20, 70, 80)",front_10,7.62,0.12
"(90, 20, 70, 90)",back_10,8.24,0.13
"(90, 20, 70, 100)",back_10,7.85,0.12
"(90, 20, 80, 0)",back_2,6.77,0.11
"(90, 20, 80, 10)",back_2,6.43,0.11
"(90, 20, 80, 20)",back_8,6.49,0.11
"(90, 20, 80, 30)",front_10,7.8,0.12
"(90, 20, 80, 40)",front_10,8.68,0.13
"(90, 20, 80, 50)",front_10,7.9,0.12
"(90, 20, 80, 60)",back_8,7.78,0.12
"(90, 20, 80, 70)",back_5,6.72,0.12
"(90, 20, 80, 80)",back_3,7.72,0.12
"(90, 20, 80, 90)",back_10,7.69,0.12
"(90, 20, 80, 100)",front_2,8.25,0.12
"(90, 20, 90, 0)",back_8,6.01,0.11
"(90, 20, 90, 10)",front_13,6.65,0.11
"(90, 20, 90, 20)",back_10,6.55,0.12
"(90, 20, 90, 30)",front_10,7.1,0.12
"(90, 20, 90, 40)",front_10,9.62,0.13
"(90, 20, 90, 50)",back_8,8.63,0.13
"(90, 20, 90, 60)",front_10,9.51,0.13
"(90, 20, 90, 70)",front_10,8.27,0.12
"(90, 20, 90, 80)",front_10,6.97,0.12
"(90, 20, 90, 90)",back_10,7.7,0.12
"(90, 20, 90, 100)",back_10,8.21,0.13
"(90, 20, 100, 10)",back_8,6.58,0.12
"(90, 20, 100, 0)",back_8,6.5,0.11
"(90, 20, 100, 20)",back_10,6.23,0.11
"(90, 20, 100, 30)",back_10,7.05,0.12
"(90, 20, 100, 40)",front_10,8.7,0.13
"(90, 20, 100, 50)",back_8,9.32,0.13
"(90, 20, 100, 60)",front_10,9.31,0.13
"(90, 20, 100, 80)",front_10,7.36,0.12
"(90, 20, 100, 70)",front_10,7.37,0.12
"(90, 20, 100, 90)",front_10,7.39,0.12
"(90, 20, 100, 100)",back_10,8.28,0.13
"(90, 30, 0, 0)",front_7,6.34,0.11
"(90, 30, 0, 10)",front_11,8.4,0.12
"(90, 30, 0, 20)",front_12,8.8,0.13
"(90, 30, 0, 30)",front_2,9.7,0.13
"(90, 30, 0, 40)",front_7,8.49,0.12
"(90, 30, 0, 50)",front_7,8.33,0.12
"(90, 30, 0, 60)",front_7,7.97,0.12
"(90, 30, 0, 70)",front_1,7.95,0.12
"(90, 30, 0, 80)",front_10,8.05,0.12
"(90, 30, 0, 90)",front_9,7.84,0.12
"(90, 30, 0, 100)",front_1,8.07,0.12
"(90, 30, 10, 0)",front_10,6.15,0.11
"(90, 30, 10, 10)",back_1,9.0,0.13
"(90, 30, 10, 20)",back_1,8.37,0.12
"(90, 30, 10, 30)",front_2,8.03,0.12
"(90, 30, 10, 40)",back_5,7.55,0.12
"(90, 30, 10, 50)",front_7,9.27,0.13
"(90, 30, 10, 60)",front_7,8.0,0.12
"(90, 30, 10, 70)",front_7,8.17,0.12
"(90, 30, 10, 80)",front_7,7.66,0.12
"(90, 30, 10, 90)",back_15,8.05,0.12
"(90, 30, 10, 100)",back_15,7.5,0.12
"(90, 30, 20, 0)",back_3,8.11,0.12
"(90, 30, 20, 10)",back_1,8.89,0.13
"(90, 30, 20, 20)",back_1,10.7,0.14
"(90, 30, 20, 30)",back_5,9.5,0.13
"(90, 30, 20, 40)",back_5,9.07,0.13
"(90, 30, 20, 50)",back_5,8.18,0.12
"(90, 30, 20, 60)",front_7,8.21,0.12
"(90, 30, 20, 70)",back_5,7.6,0.12
"(90, 30, 20, 80)",back_15,7.53,0.12
"(90, 30, 20, 90)",back_15,8.1,0.12
"(90, 30, 20, 100)",back_15,7.96,0.12
"(90, 30, 30, 0)",back_3,8.39,0.12
"(90, 30, 30, 10)",back_3,8.87,0.13
"(90, 30, 30, 20)",back_1,8.57,0.12
"(90, 30, 30, 30)",back_3,8.1,0.12
"(90, 30, 30, 40)",back_5,9.25,0.13
"(90, 30, 30, 50)",front_7,8.12,0.12
"(90, 30, 30, 60)",back_6,7.55,0.12
"(90, 30, 30, 70)",back_15,7.93,0.12
"(90, 30, 30, 80)",back_15,7.35,0.12
"(90, 30, 30, 90)",back_15,8.29,0.12
"(90, 30, 30, 100)",back_5,7.64,0.12
"(90, 30, 40, 0)",back_3,7.84,0.12
"(90, 30, 40, 10)",back_1,8.05,0.12
"(90, 30, 40, 20)",back_5,7.83,0.12
"(90, 30, 40, 30)",front_13,8.34,0.13
"(90, 30, 40, 40)",back_6,8.22,0.13
"(90, 30, 40, 50)",back_15,7.6,0.12
"(90, 30, 40, 60)",back_15,7.7,0.12
"(90, 30, 40, 70)",back_15,8.12,0.12
"(90, 30, 40, 80)",back_5,7.5,0.12
"(90, 30, 40, 90)",front_9,7.49,0.12
"(90, 30, 40, 100)",front_9,7.47,0.12
"(90, 30, 50, 0)",back_3,8.88,0.13
"(90, 30, 50, 10)",back_2,6.75,0.11
"(90, 30, 50, 20)",front_13,7.13,0.12
"(90, 30, 50, 30)",back_6,7.64,0.12
"(90, 30, 50, 40)",back_6,8.25,0.13
"(90, 30, 50, 50)",back_10,8.07,0.13
"(90, 30, 50, 60)",back_6,7.97,0.12
"(90, 30, 50, 70)",back_6,7.88,0.12
"(90, 30, 50, 80)",front_9,7.75,0.12
"(90, 30, 50, 90)",front_10,7.8,0.12
"(90, 30, 50, 100)",front_13,7.72,0.12
"(90, 30, 60, 0)",back_10,7.54,0.12
"(90, 30, 60, 10)",back_2,7.99,0.12
"(90, 30, 60, 20)",front_13,6.9,0.12
"(90, 30, 60, 30)",back_9,7.47,0.12
"(90, 30, 60, 40)",back_10,7.3,0.12
"(90, 30, 60, 50)",back_6,7.27,0.12
"(90, 30, 60, 60)",back_6,7.8,0.12
"(90, 30, 60, 70)",back_6,7.33,0.12
"(90, 30, 60, 80)",back_10,7.5,0.12
