Params,Name,Value1,Value2
"(50, 60, 0, 50)",back_5,8.46,0.12
"(50, 60, 0, 60)",back_5,9.37,0.13
"(50, 60, 0, 70)",back_5,8.8,0.13
"(50, 60, 0, 80)",back_5,8.15,0.12
"(50, 60, 0, 90)",back_2,7.98,0.12
"(50, 60, 0, 100)",front_9,8.19,0.12
"(50, 60, 10, 0)",back_4,9.99,0.13
"(50, 60, 10, 10)",back_5,8.68,0.13
"(50, 60, 10, 20)",front_1,8.35,0.12
"(50, 60, 10, 30)",back_5,9.75,0.13
"(50, 60, 10, 40)",back_5,9.13,0.13
"(50, 60, 10, 50)",back_5,9.33,0.13
"(50, 60, 10, 60)",back_5,11.17,0.14
"(50, 60, 10, 70)",back_5,9.77,0.13
"(50, 60, 10, 80)",front_7,9.71,0.13
"(50, 60, 10, 90)",front_7,9.57,0.13
"(50, 60, 10, 100)",back_15,9.23,0.13
"(50, 60, 20, 0)",back_4,9.7,0.13
"(50, 60, 20, 10)",back_1,7.65,0.12
"(50, 60, 20, 20)",front_13,7.41,0.12
"(50, 60, 20, 30)",back_5,8.98,0.13
"(50, 60, 20, 40)",back_5,8.72,0.13
"(50, 60, 20, 50)",back_5,7.98,0.12
"(50, 60, 20, 60)",back_5,8.83,0.13
"(50, 60, 20, 70)",front_7,8.83,0.13
"(50, 60, 20, 90)",front_7,9.89,0.13
"(50, 60, 20, 80)",front_7,9.8,0.13
"(50, 60, 20, 100)",front_7,10.16,0.13
"(50, 60, 30, 0)",back_3,6.49,0.11
"(50, 60, 30, 10)",back_3,8.14,0.12
"(50, 60, 30, 20)",back_5,8.12,0.12
"(50, 60, 30, 30)",back_3,7.51,0.12
"(50, 60, 30, 40)",back_3,7.27,0.12
"(50, 60, 30, 50)",back_3,7.75,0.12
"(50, 60, 30, 60)",back_6,7.88,0.12
"(50, 60, 30, 70)",front_7,8.47,0.12
"(50, 60, 30, 80)",front_7,8.91,0.13
"(50, 60, 30, 90)",front_7,9.61,0.13
"(50, 60, 30, 100)",back_15,9.7,0.13
"(50, 60, 40, 0)",back_3,6.29,0.11
"(50, 60, 40, 10)",back_3,7.59,0.12
"(50, 60, 40, 20)",back_2,7.47,0.12
"(50, 60, 40, 30)",back_6,7.77,0.12
"(50, 60, 40, 40)",back_9,7.1,0.12
"(50, 60, 40, 50)",back_4,6.95,0.12
"(50, 60, 40, 60)",front_7,7.96,0.12
"(50, 60, 40, 70)",front_7,8.03,0.12
"(50, 60, 40, 80)",back_15,8.32,0.12
"(50, 60, 40, 90)",front_7,9.45,0.13
"(50, 60, 40, 100)",back_15,8.93,0.13
"(50, 60, 50, 0)",back_3,6.98,0.11
"(50, 60, 50, 10)",back_2,8.08,0.12
"(50, 60, 50, 20)",back_2,7.79,0.12
"(50, 60, 50, 30)",back_6,8.3,0.13
"(50, 60, 50, 40)",back_6,8.0,0.12
"(50, 60, 50, 50)",front_7,7.48,0.12
"(50, 60, 50, 60)",front_10,7.91,0.12
"(50, 60, 50, 80)",back_15,8.45,0.12
"(50, 60, 50, 70)",front_7,7.78,0.12
"(50, 60, 50, 90)",back_15,8.45,0.12
"(50, 60, 50, 100)",back_15,8.62,0.13
"(50, 60, 60, 0)",back_8,7.04,0.12
"(50, 60, 60, 10)",back_3,8.58,0.12
"(50, 60, 60, 20)",back_3,8.86,0.13
"(50, 60, 60, 40)",back_8,8.71,0.13
"(50, 60, 60, 50)",front_10,7.44,0.12
"(50, 60, 60, 30)",back_6,8.13,0.12
"(50, 60, 60, 60)",front_10,8.36,0.13
"(50, 60, 60, 70)",front_10,7.58,0.12
"(50, 60, 60, 80)",front_10,7.48,0.12
"(50, 60, 60, 90)",back_15,8.72,0.13
"(50, 60, 60, 100)",back_15,8.27,0.12
"(50, 60, 70, 10)",back_3,8.17,0.12
"(50, 60, 70, 0)",back_3,5.74,0.11
"(50, 60, 70, 20)",back_10,9.05,0.13
"(50, 60, 70, 30)",back_6,8.02,0.12
"(50, 60, 70, 40)",back_8,8.73,0.13
"(50, 60, 70, 50)",front_12,7.31,0.12
"(50, 60, 70, 60)",front_10,8.44,0.13
"(50, 60, 70, 80)",front_10,8.69,0.13
"(50, 60, 70, 70)",front_10,8.19,0.12
"(50, 60, 70, 90)",back_15,8.75,0.13
"(50, 60, 70, 100)",back_15,8.44,0.12
"(50, 60, 80, 0)",back_2,6.4,0.11
"(50, 60, 80, 10)",back_10,6.99,0.12
"(50, 60, 80, 20)",back_10,8.9,0.13
"(50, 60, 80, 30)",back_6,8.41,0.13
"(50, 60, 80, 40)",back_8,8.41,0.13
"(50, 60, 80, 50)",back_6,7.62,0.12
"(50, 60, 80, 60)",front_10,7.88,0.12
"(50, 60, 80, 70)",front_10,8.12,0.12
"(50, 60, 80, 80)",front_10,8.07,0.12
"(50, 60, 80, 90)",front_10,8.27,0.12
"(50, 60, 80, 100)",back_15,8.27,0.12
"(50, 60, 90, 0)",back_2,6.36,0.11
"(50, 60, 90, 10)",back_10,6.92,0.12
"(50, 60, 90, 20)",back_10,8.07,0.13
"(50, 60, 90, 30)",front_10,8.09,0.12
"(50, 60, 90, 40)",back_10,8.01,0.13
"(50, 60, 90, 50)",back_8,8.43,0.13
"(50, 60, 90, 60)",back_10,7.76,0.12
"(50, 60, 90, 70)",front_10,8.13,0.12
"(50, 60, 90, 80)",front_10,7.69,0.12
"(50, 60, 90, 90)",front_10,8.2,0.12
"(50, 60, 90, 100)",front_10,7.62,0.12
"(50, 60, 100, 0)",back_2,6.3,0.11
"(50, 60, 100, 10)",back_10,7.32,0.12
"(50, 60, 100, 20)",back_10,8.76,0.13
"(50, 60, 100, 30)",back_6,7.61,0.12
"(50, 60, 100, 40)",back_6,8.63,0.13
"(50, 60, 100, 50)",front_11,8.76,0.13
"(50, 60, 100, 60)",front_10,7.81,0.12
"(50, 60, 100, 70)",front_10,7.83,0.12
"(50, 60, 100, 80)",front_10,7.4,0.12
"(50, 60, 100, 90)",back_9,7.51,0.12
"(50, 60, 100, 100)",front_10,7.59,0.12
"(50, 70, 0, 0)",back_4,8.83,0.13
"(50, 70, 0, 10)",back_5,7.84,0.12
"(50, 70, 0, 20)",back_3,8.54,0.12
"(50, 70, 0, 30)",front_1,9.58,0.13
"(50, 70, 0, 40)",back_1,9.36,0.13
"(50, 70, 0, 50)",back_5,10.19,0.13
"(50, 70, 0, 60)",back_5,9.87,0.13
"(50, 70, 0, 70)",back_5,9.95,0.13
"(50, 70, 0, 80)",back_5,9.38,0.13
"(50, 70, 0, 90)",front_7,8.54,0.12
"(50, 70, 0, 100)",back_2,7.74,0.12
"(50, 70, 10, 0)",back_4,9.87,0.13
"(50, 70, 10, 10)",back_5,8.61,0.13
"(50, 70, 10, 20)",back_1,8.31,0.12
"(50, 70, 10, 30)",back_5,9.14,0.13
"(50, 70, 10, 40)",back_5,9.39,0.13
"(50, 70, 10, 50)",back_5,8.91,0.13
"(50, 70, 10, 60)",back_5,10.37,0.13
"(50, 70, 10, 70)",back_5,10.74,0.14
"(50, 70, 10, 80)",back_5,10.2,0.13
"(50, 70, 10, 90)",back_5,9.93,0.13
"(50, 70, 10, 100)",front_7,10.02,0.13
"(50, 70, 20, 0)",back_3,8.96,0.13
"(50, 70, 20, 10)",back_1,8.58,0.12
"(50, 70, 20, 20)",front_1,8.03,0.12
"(50, 70, 20, 30)",back_5,8.81,0.13
"(50, 70, 20, 40)",back_5,8.4,0.12
"(50, 70, 20, 50)",back_5,8.47,0.12
"(50, 70, 20, 60)",back_5,9.16,0.13
"(50, 70, 20, 70)",back_5,9.56,0.13
"(50, 70, 20, 80)",front_7,9.13,0.13
"(50, 70, 20, 90)",back_15,9.07,0.13
"(50, 70, 20, 100)",front_7,9.7,0.13
"(50, 70, 30, 0)",back_1,6.97,0.11
"(50, 70, 30, 10)",back_5,6.49,0.11
"(50, 70, 30, 20)",back_5,8.02,0.12
"(50, 70, 30, 30)",back_5,8.04,0.12
"(50, 70, 30, 40)",back_3,8.3,0.12
"(50, 70, 30, 50)",back_3,7.61,0.12
"(50, 70, 30, 60)",back_5,7.43,0.12
"(50, 70, 30, 70)",back_6,8.23,0.12
"(50, 70, 30, 80)",front_7,8.52,0.12
"(50, 70, 30, 90)",front_7,9.24,0.13
"(50, 70, 30, 100)",front_7,9.76,0.13
"(50, 70, 40, 0)",front_15,7.35,0.12
"(50, 70, 40, 20)",front_2,7.76,0.12
"(50, 70, 40, 10)",front_1,7.44,0.12
"(50, 70, 40, 30)",front_13,7.78,0.12
"(50, 70, 40, 40)",back_9,7.58,0.12
"(50, 70, 40, 50)",back_3,7.03,0.12
"(50, 70, 40, 60)",back_3,7.83,0.12
"(50, 70, 40, 70)",back_3,8.04,0.12
"(50, 70, 40, 80)",back_3,8.25,0.12
"(50, 70, 40, 90)",front_7,8.86,0.13
"(50, 70, 40, 100)",front_7,9.49,0.13
"(50, 70, 50, 0)",back_8,6.63,0.12
"(50, 70, 50, 10)",back_2,6.5,0.11
"(50, 70, 50, 20)",back_2,7.31,0.12
"(50, 70, 50, 30)",back_3,7.64,0.12
"(50, 70, 50, 40)",back_6,7.68,0.12
"(50, 70, 50, 50)",back_3,7.06,0.12
"(50, 70, 50, 60)",back_3,7.41,0.12
"(50, 70, 50, 70)",back_3,8.04,0.12
"(50, 70, 50, 80)",front_7,8.11,0.12
"(50, 70, 50, 90)",back_3,8.73,0.13
"(50, 70, 50, 100)",front_7,9.21,0.13
"(50, 70, 60, 0)",back_8,6.52,0.11
"(50, 70, 60, 10)",back_3,8.69,0.13
"(50, 70, 60, 20)",back_2,7.79,0.12
"(50, 70, 60, 30)",back_2,7.32,0.12
"(50, 70, 60, 40)",back_8,7.82,0.12
"(50, 70, 60, 50)",back_6,7.52,0.12
"(50, 70, 60, 60)",front_10,8.53,0.13
"(50, 70, 60, 70)",back_3,8.49,0.13
"(50, 70, 60, 80)",back_3,8.34,0.12
"(50, 70, 60, 90)",back_3,8.35,0.12
"(50, 70, 60, 100)",back_3,8.2,0.12
"(50, 70, 70, 0)",back_8,6.93,0.12
"(50, 70, 70, 10)",back_3,8.72,0.13
"(50, 70, 70, 20)",back_3,9.23,0.13
"(50, 70, 70, 30)",back_6,7.95,0.12
"(50, 70, 70, 40)",back_8,8.89,0.13
"(50, 70, 70, 50)",back_6,7.99,0.12
"(50, 70, 70, 60)",front_10,7.57,0.12
"(50, 70, 70, 70)",front_10,8.38,0.13
"(50, 70, 70, 80)",front_10,8.79,0.13
"(50, 70, 70, 90)",back_3,7.8,0.12
"(50, 70, 70, 100)",back_15,8.66,0.13
"(50, 70, 80, 0)",back_8,6.82,0.12
"(50, 70, 80, 10)",back_3,8.07,0.12
"(50, 70, 80, 20)",back_10,8.52,0.13
"(50, 70, 80, 30)",back_3,8.01,0.12
"(50, 70, 80, 40)",back_6,9.3,0.13
"(50, 70, 80, 50)",back_8,8.51,0.13
"(50, 70, 80, 60)",back_6,7.78,0.12
"(50, 70, 80, 70)",front_10,9.08,0.13
"(50, 70, 80, 80)",back_3,8.6,0.13
"(50, 70, 80, 90)",front_10,8.83,0.13
"(50, 70, 80, 100)",back_15,8.75,0.13
"(50, 70, 90, 0)",back_2,6.77,0.11
"(50, 70, 90, 10)",back_2,6.96,0.11
"(50, 70, 90, 20)",back_10,9.26,0.13
"(50, 70, 90, 30)",back_6,7.91,0.12
"(50, 70, 90, 40)",back_6,9.21,0.13
"(50, 70, 90, 50)",back_8,8.36,0.13
"(50, 70, 90, 60)",back_3,7.72,0.12
"(50, 70, 90, 70)",front_10,8.08,0.12
"(50, 70, 90, 80)",front_10,8.1,0.12
"(50, 70, 90, 90)",front_10,7.69,0.12
"(50, 70, 90, 100)",front_10,8.43,0.13
"(50, 70, 100, 0)",back_2,6.88,0.11
"(50, 70, 100, 10)",back_10,7.24,0.12
"(50, 70, 100, 20)",back_10,9.35,0.13
"(50, 70, 100, 30)",front_10,8.0,0.12
"(50, 70, 100, 40)",back_6,8.72,0.13
"(50, 70, 100, 50)",back_8,7.97,0.13
"(50, 70, 100, 60)",front_10,7.8,0.12
"(50, 70, 100, 70)",back_8,7.93,0.13
"(50, 70, 100, 80)",front_10,8.07,0.12
"(50, 70, 100, 90)",front_10,7.36,0.12
"(50, 70, 100, 100)",back_6,7.89,0.12
"(50, 80, 0, 0)",back_4,8.8,0.12
"(50, 80, 0, 10)",back_5,7.14,0.12
"(50, 80, 0, 20)",back_5,8.64,0.13
"(50, 80, 0, 30)",back_5,9.88,0.13
"(50, 80, 0, 40)",back_5,9.74,0.13
"(50, 80, 0, 50)",back_5,8.99,0.13
"(50, 80, 0, 60)",back_5,9.51,0.13
"(50, 80, 0, 70)",back_5,10.08,0.13
"(50, 80, 0, 80)",back_5,9.6,0.13
"(50, 80, 0, 90)",back_5,10.18,0.13
"(50, 80, 0, 100)",back_5,8.83,0.13
"(50, 80, 10, 0)",back_4,8.92,0.13
"(50, 80, 10, 10)",back_5,8.49,0.13
"(50, 80, 10, 20)",back_5,7.85,0.12
"(50, 80, 10, 30)",back_5,9.83,0.13
"(50, 80, 10, 40)",back_5,9.05,0.13
"(50, 80, 10, 50)",back_5,9.27,0.13
"(50, 80, 10, 60)",back_5,9.03,0.13
"(50, 80, 10, 70)",back_5,10.42,0.14
"(50, 80, 10, 80)",back_5,10.74,0.14
"(50, 80, 10, 90)",back_5,10.2,0.13
"(50, 80, 10, 100)",front_7,9.61,0.13
"(50, 80, 20, 0)",back_4,7.53,0.12
"(50, 80, 20, 10)",back_1,8.53,0.12
"(50, 80, 20, 20)",back_5,8.06,0.12
"(50, 80, 20, 30)",back_5,8.64,0.13
"(50, 80, 20, 40)",back_5,8.82,0.13
"(50, 80, 20, 50)",back_5,8.83,0.13
"(50, 80, 20, 60)",back_5,9.01,0.13
"(50, 80, 20, 70)",back_5,9.82,0.13
"(50, 80, 20, 80)",back_5,9.31,0.13
"(50, 80, 20, 90)",back_5,9.7,0.13
"(50, 80, 20, 100)",back_5,9.0,0.13
"(50, 80, 30, 0)",back_3,6.76,0.11
"(50, 80, 30, 10)",back_1,7.23,0.12
"(50, 80, 30, 20)",front_1,8.47,0.12
"(50, 80, 30, 30)",back_5,8.52,0.13
"(50, 80, 30, 40)",back_3,8.39,0.12
"(50, 80, 30, 50)",back_3,8.65,0.13
"(50, 80, 30, 60)",back_3,7.42,0.12
"(50, 80, 30, 70)",back_6,7.8,0.12
"(50, 80, 30, 80)",front_7,8.7,0.13
"(50, 80, 30, 90)",front_7,9.12,0.13
"(50, 80, 30, 100)",front_7,8.94,0.13
"(50, 80, 40, 0)",front_15,7.16,0.12
"(50, 80, 40, 10)",back_1,6.4,0.11
"(50, 80, 40, 20)",back_3,8.17,0.12
"(50, 80, 40, 30)",front_13,8.68,0.13
"(50, 80, 40, 40)",back_3,7.86,0.12
"(50, 80, 40, 50)",back_3,8.13,0.12
"(50, 80, 40, 60)",back_3,8.34,0.12
"(50, 80, 40, 80)",back_3,8.6,0.13
"(50, 80, 40, 70)",back_3,8.04,0.12
"(50, 80, 40, 90)",front_7,8.62,0.13
"(50, 80, 40, 100)",front_7,8.92,0.13
"(50, 80, 50, 0)",back_3,7.24,0.12
"(50, 80, 50, 10)",front_2,6.25,0.11
"(50, 80, 50, 20)",front_13,7.98,0.12
"(50, 80, 50, 30)",back_2,8.49,0.12
"(50, 80, 50, 40)",back_5,7.63,0.12
"(50, 80, 50, 50)",back_6,7.54,0.12
"(50, 80, 50, 60)",back_3,8.17,0.12
"(50, 80, 50, 70)",back_3,8.43,0.12
"(50, 80, 50, 80)",back_3,8.56,0.13
"(50, 80, 50, 90)",back_3,8.65,0.13
"(50, 80, 60, 0)",back_8,7.11,0.12
"(50, 80, 50, 100)",front_7,8.9,0.13
"(50, 80, 60, 10)",back_2,6.67,0.11
"(50, 80, 60, 20)",back_3,7.22,0.12
"(50, 80, 60, 30)",back_2,8.49,0.12
"(50, 80, 60, 40)",back_5,8.03,0.12
"(50, 80, 60, 50)",front_12,7.64,0.12
"(50, 80, 60, 60)",back_3,7.21,0.12
"(50, 80, 60, 70)",front_10,7.25,0.12
"(50, 80, 60, 80)",back_3,8.45,0.12
"(50, 80, 60, 90)",front_7,8.14,0.12
"(50, 80, 60, 100)",back_3,8.35,0.12
"(50, 80, 70, 0)",back_8,6.85,0.12
"(50, 80, 70, 10)",back_3,7.17,0.12
"(50, 80, 70, 20)",back_3,8.37,0.12
"(50, 80, 70, 30)",back_2,8.99,0.13
"(50, 80, 70, 40)",back_6,8.45,0.13
"(50, 80, 70, 50)",back_8,7.99,0.13
"(50, 80, 70, 60)",back_6,7.68,0.12
"(50, 80, 70, 70)",front_10,8.48,0.13
"(50, 80, 70, 80)",front_10,8.37,0.13
"(50, 80, 70, 90)",back_3,8.06,0.12
"(50, 80, 70, 100)",back_3,8.35,0.12
"(50, 80, 80, 0)",back_8,6.67,0.12
"(50, 80, 80, 10)",back_3,6.96,0.11
"(50, 80, 80, 20)",back_3,8.99,0.13
"(50, 80, 80, 30)",back_3,8.22,0.12
"(50, 80, 80, 40)",back_6,8.8,0.13
"(50, 80, 80, 50)",front_12,8.97,0.13
"(50, 80, 80, 60)",front_7,7.41,0.12
"(50, 80, 80, 70)",front_10,8.08,0.12
"(50, 80, 80, 80)",front_10,8.68,0.13
"(50, 80, 80, 90)",front_10,8.51,0.13
"(50, 80, 80, 100)",front_10,8.2,0.12
"(50, 80, 90, 0)",back_8,6.82,0.12
"(50, 80, 90, 10)",back_3,8.28,0.12
"(50, 80, 90, 20)",back_10,8.8,0.13
"(50, 80, 90, 30)",back_10,7.96,0.12
"(50, 80, 90, 40)",back_6,8.54,0.13
"(50, 80, 90, 50)",back_8,8.41,0.13
"(50, 80, 90, 60)",front_10,7.71,0.12
"(50, 80, 90, 70)",front_10,7.75,0.12
"(50, 80, 90, 80)",front_10,9.02,0.13
"(50, 80, 90, 90)",front_10,8.13,0.12
"(50, 80, 90, 100)",front_10,7.91,0.12
"(50, 80, 100, 0)",back_8,6.82,0.12
"(50, 80, 100, 10)",back_3,7.1,0.12
"(50, 80, 100, 20)",back_10,9.02,0.13
"(50, 80, 100, 30)",back_10,7.99,0.12
"(50, 80, 100, 40)",back_6,8.75,0.13
"(50, 80, 100, 50)",back_10,8.19,0.13
"(50, 80, 100, 60)",front_11,7.72,0.12
"(50, 80, 100, 70)",back_3,8.01,0.12
"(50, 80, 100, 80)",front_10,7.62,0.12
"(50, 80, 100, 100)",front_10,7.69,0.12
"(50, 80, 100, 90)",front_10,7.76,0.12
"(50, 90, 0, 10)",back_4,7.78,0.12
"(50, 90, 0, 0)",back_4,8.16,0.12
"(50, 90, 0, 20)",back_5,8.08,0.12
"(50, 90, 0, 30)",back_1,10.14,0.13
"(50, 90, 0, 40)",back_5,10.12,0.13
"(50, 90, 0, 50)",back_1,8.51,0.12
"(50, 90, 0, 60)",back_5,9.48,0.13
"(50, 90, 0, 70)",back_5,9.94,0.13
"(50, 90, 0, 80)",back_5,11.36,0.14
"(50, 90, 0, 90)",back_5,9.51,0.13
"(50, 90, 0, 100)",back_5,9.96,0.13
"(50, 90, 10, 0)",back_4,9.02,0.13
"(50, 90, 10, 10)",back_5,7.7,0.12
"(50, 90, 10, 20)",back_5,8.35,0.12
"(50, 90, 10, 30)",back_5,10.03,0.13
"(50, 90, 10, 40)",back_5,9.55,0.13
"(50, 90, 10, 50)",back_5,9.82,0.13
"(50, 90, 10, 60)",back_5,9.09,0.13
"(50, 90, 10, 70)",back_5,9.91,0.13
"(50, 90, 10, 80)",back_5,10.42,0.14
"(50, 90, 10, 90)",back_5,10.39,0.14
"(50, 90, 10, 100)",back_5,10.0,0.13
"(50, 90, 20, 0)",back_4,7.19,0.12
"(50, 90, 20, 10)",back_1,8.66,0.12
"(50, 90, 20, 20)",back_5,8.1,0.12
"(50, 90, 20, 30)",back_5,8.56,0.13
"(50, 90, 20, 40)",back_5,9.47,0.13
"(50, 90, 20, 50)",back_5,8.41,0.12
"(50, 90, 20, 60)",back_5,8.88,0.13
"(50, 90, 20, 70)",back_5,9.0,0.13
"(50, 90, 20, 80)",back_5,10.07,0.13
"(50, 90, 20, 90)",back_5,9.69,0.13
"(50, 90, 20, 100)",back_5,9.75,0.13
"(50, 90, 30, 0)",back_8,7.7,0.12
"(50, 90, 30, 10)",back_1,9.22,0.13
"(50, 90, 30, 20)",front_2,8.25,0.12
"(50, 90, 30, 30)",back_5,9.14,0.13
"(50, 90, 30, 40)",back_5,9.24,0.13
"(50, 90, 30, 50)",back_3,8.83,0.13
"(50, 90, 30, 60)",back_3,8.27,0.12
"(50, 90, 30, 80)",back_5,9.16,0.13
"(50, 90, 30, 70)",back_4,7.52,0.12
"(50, 90, 30, 90)",back_5,9.26,0.13
"(50, 90, 30, 100)",front_7,9.11,0.13
"(50, 90, 40, 0)",back_3,7.12,0.11
"(50, 90, 40, 10)",back_1,6.77,0.11
"(50, 90, 40, 20)",back_3,8.17,0.12
"(50, 90, 40, 30)",back_2,8.34,0.12
"(50, 90, 40, 40)",back_3,8.37,0.12
"(50, 90, 40, 50)",back_3,8.06,0.12
"(50, 90, 40, 60)",back_3,8.39,0.12
"(50, 90, 40, 70)",back_3,7.92,0.12
"(50, 90, 40, 80)",back_3,9.01,0.13
"(50, 90, 40, 90)",back_3,9.37,0.13
"(50, 90, 40, 100)",back_3,8.78,0.13
"(50, 90, 50, 0)",back_3,7.18,0.12
"(50, 90, 50, 10)",back_8,6.4,0.11
"(50, 90, 50, 20)",back_3,7.75,0.12
"(50, 90, 50, 30)",back_3,8.04,0.12
"(50, 90, 50, 40)",back_6,8.84,0.13
"(50, 90, 50, 50)",back_4,8.06,0.12
"(50, 90, 50, 60)",back_3,8.46,0.12
"(50, 90, 50, 70)",back_3,8.28,0.12
"(50, 90, 50, 90)",back_3,8.43,0.12
"(50, 90, 50, 80)",back_3,9.01,0.13
"(50, 90, 50, 100)",back_3,8.65,0.13
"(50, 90, 60, 0)",back_8,6.99,0.12
"(50, 90, 60, 10)",back_2,6.16,0.11
"(50, 90, 60, 20)",back_2,7.89,0.12
"(50, 90, 60, 30)",front_7,7.66,0.12
"(50, 90, 60, 50)",back_4,8.17,0.12
"(50, 90, 60, 40)",back_6,7.96,0.12
"(50, 90, 60, 60)",back_3,7.38,0.12
"(50, 90, 60, 70)",back_3,7.55,0.12
"(50, 90, 60, 80)",back_3,9.42,0.13
"(50, 90, 60, 90)",back_3,8.01,0.12
"(50, 90, 60, 100)",back_3,8.74,0.13
"(50, 90, 70, 0)",back_8,7.01,0.12
"(50, 90, 70, 10)",back_3,6.68,0.11
"(50, 90, 70, 20)",back_2,7.9,0.12
"(50, 90, 70, 30)",back_10,8.02,0.12
"(50, 90, 70, 40)",back_3,7.92,0.12
"(50, 90, 70, 50)",back_5,8.82,0.13
"(50, 90, 70, 60)",front_12,7.67,0.12
"(50, 90, 70, 70)",front_10,8.18,0.12
"(50, 90, 70, 80)",front_10,8.22,0.12
"(50, 90, 70, 90)",back_3,8.24,0.12
"(50, 90, 70, 100)",back_3,7.69,0.12
"(50, 90, 80, 0)",back_8,7.06,0.12
"(50, 90, 80, 10)",back_3,6.75,0.11
"(50, 90, 80, 20)",back_3,8.4,0.12
"(50, 90, 80, 30)",back_10,9.04,0.13
"(50, 90, 80, 40)",back_6,8.13,0.12
"(50, 90, 80, 50)",back_8,7.98,0.13
"(50, 90, 80, 60)",back_6,7.83,0.12
"(50, 90, 80, 70)",front_10,8.08,0.12
"(50, 90, 80, 80)",front_10,8.24,0.13
"(50, 90, 80, 90)",front_10,8.8,0.13
"(50, 90, 80, 100)",back_3,8.11,0.12
"(50, 90, 90, 0)",back_8,6.67,0.12
"(50, 90, 90, 10)",back_3,6.85,0.11
"(50, 90, 90, 20)",back_3,9.07,0.13
"(50, 90, 90, 30)",back_3,8.52,0.12
"(50, 90, 90, 40)",back_6,7.78,0.12
"(50, 90, 90, 50)",back_6,8.94,0.13
"(50, 90, 90, 60)",back_8,7.86,0.13
"(50, 90, 90, 70)",back_6,7.27,0.12
"(50, 90, 90, 80)",back_3,8.48,0.13
"(50, 90, 90, 90)",front_10,8.91,0.13
"(50, 90, 90, 100)",front_10,8.51,0.13
"(50, 90, 100, 0)",back_8,6.63,0.12
"(50, 90, 100, 10)",back_2,6.8,0.11
"(50, 90, 100, 30)",back_10,9.72,0.13
"(50, 90, 100, 20)",back_10,8.63,0.13
"(50, 90, 100, 40)",back_6,8.48,0.13
"(50, 90, 100, 50)",back_6,8.87,0.13
"(50, 90, 100, 60)",back_8,8.13,0.13
"(50, 90, 100, 70)",back_6,7.54,0.12
"(50, 90, 100, 80)",front_10,8.02,0.12
"(50, 90, 100, 90)",front_10,7.46,0.12
"(50, 90, 100, 100)",front_10,7.69,0.12
"(50, 100, 0, 0)",back_3,7.79,0.12
"(50, 100, 0, 10)",back_3,7.81,0.12
"(50, 100, 0, 20)",back_1,8.51,0.12
"(50, 100, 0, 30)",back_5,9.37,0.13
"(50, 100, 0, 40)",back_5,9.94,0.13
"(50, 100, 0, 60)",back_5,9.21,0.13
"(50, 100, 0, 50)",back_5,9.9,0.13
"(50, 100, 0, 70)",back_5,9.15,0.13
"(50, 100, 0, 80)",back_5,11.87,0.14
"(50, 100, 0, 90)",back_5,11.36,0.14
"(50, 100, 0, 100)",back_5,10.35,0.14
"(50, 100, 10, 0)",back_4,9.02,0.13
"(50, 100, 10, 20)",back_5,8.75,0.13
"(50, 100, 10, 10)",back_5,7.24,0.12
"(50, 100, 10, 30)",back_5,9.31,0.13
"(50, 100, 10, 40)",back_5,9.72,0.13
"(50, 100, 10, 50)",back_5,10.26,0.13
"(50, 100, 10, 60)",back_5,9.6,0.13
"(50, 100, 10, 70)",back_5,9.34,0.13
"(50, 100, 10, 90)",back_5,11.07,0.14
"(50, 100, 10, 80)",back_5,9.88,0.13
"(50, 100, 10, 100)",back_5,10.46,0.14
"(50, 100, 20, 0)",back_4,6.81,0.11
"(50, 100, 20, 10)",back_1,8.71,0.12
"(50, 100, 20, 30)",back_5,8.77,0.13
"(50, 100, 20, 20)",back_5,8.16,0.12
"(50, 100, 20, 40)",back_5,8.15,0.12
"(50, 100, 20, 50)",back_5,8.76,0.13
"(50, 100, 20, 60)",back_3,8.82,0.13
"(50, 100, 20, 70)",back_5,9.38,0.13
"(50, 100, 20, 90)",back_5,9.83,0.13
"(50, 100, 20, 80)",back_5,9.42,0.13
"(50, 100, 20, 100)",back_5,10.07,0.13
"(50, 100, 30, 0)",back_8,7.18,0.12
"(50, 100, 30, 10)",back_1,9.02,0.13
"(50, 100, 30, 20)",back_3,6.97,0.11
"(50, 100, 30, 30)",back_5,8.94,0.13
"(50, 100, 30, 40)",back_2,8.81,0.13
"(50, 100, 30, 50)",back_3,8.08,0.12
"(50, 100, 30, 60)",back_5,8.63,0.13
"(50, 100, 30, 70)",back_5,8.73,0.13
"(50, 100, 30, 80)",back_5,9.21,0.13
"(50, 100, 30, 90)",back_5,9.32,0.13
"(50, 100, 30, 100)",back_5,9.19,0.13
"(50, 100, 40, 0)",back_3,7.34,0.12
"(50, 100, 40, 10)",back_1,7.09,0.12
"(50, 100, 40, 20)",back_3,7.79,0.12
"(50, 100, 40, 40)",back_2,8.74,0.12
"(50, 100, 40, 30)",back_3,8.39,0.12
"(50, 100, 40, 50)",back_8,8.29,0.13
"(50, 100, 40, 60)",back_3,8.81,0.13
"(50, 100, 40, 80)",back_3,8.04,0.12
"(50, 100, 40, 70)",back_3,8.28,0.12
"(50, 100, 40, 90)",back_3,8.83,0.13
"(50, 100, 50, 0)",front_15,8.01,0.12
"(50, 100, 40, 100)",back_3,9.16,0.13
"(50, 100, 50, 10)",front_13,6.39,0.11
"(50, 100, 50, 20)",back_3,8.13,0.12
